Node,Centrality,TempDegree
1.0,9156876.499338938,0.7810650887573963
2.0,175.1420054839436,0.08875739644970426
3.0,1.2738095945630945,0.04142011834319527
4.0,21.306691876002517,0.09467455621301775
5.0,56.54403428183035,0.5443786982248519
6.0,138.13118313175409,0.08875739644970423
7.0,562.9121877336274,0.5976331360946744
8.0,1.2750548687864864,0.04142011834319529
9.0,3.7549020858382196,0.13609467455621305
10.0,342.76346022657384,0.12426035502958582
11.0,147.486492819425,0.3076923076923077
12.0,1.2247948578557768,0.01775147928994083
13.0,3.2907025684030318,0.18934911242603558
14.0,8.467440173037936,0.4437869822485208
15.0,1.9074722644378994,0.05325443786982249
16.0,10.717831712187248,0.27810650887573973
17.0,7.427410089638644,0.3609467455621299
18.0,4.10840765600813,0.21301775147929003
19.0,1.1542966602128375,0.011834319526627219
20.0,17018263.432076715,0.7159763313609468
21.0,33182.73972388165,0.14201183431952663
22.0,1.7196485576630685,0.08284023668639058
23.0,68.31296388399356,0.8106508875739645
24.0,1.4711306268548558,0.029585798816568046
25.0,21.398555345551856,0.5857988165680473
26.0,1.5881289117883925,0.08875739644970414
27.0,1.1405994013059502,0.023668639053254423
28.0,5740540.077999441,0.20118343195266272
29.0,1.2084602303139522,0.029585798816568046
30.0,1.661991253907916,0.07100591715976332
31.0,1.1279233687117929,0.01775147928994083
32.0,2.3440237485545357,0.15384615384615388
33.0,36585618.11411164,0.5029585798816566
34.0,3.31967715676464,0.21301775147928995
35.0,15.900670277559282,0.4911242603550296
36.0,72970425.37754074,0.9585798816568052
37.0,1.7175172464182806,0.08875739644970414
38.0,2.416710248032841,0.11242603550295867
39.0,3.6277257834775636,0.2603550295857989
40.0,15.08667841462568,0.3905325443786982
41.0,5.152842622680616,0.31952662721893477
42.0,1.8837480238669366,0.11242603550295867
43.0,390.53286599169627,0.7692307692307694
44.0,2.6195416780038827,0.13609467455621305
45.0,3.3207145571365566,0.24852071005917165
46.0,4.6162507020905785,0.18934911242603558
47.0,9.653417727698171,0.03550295857988162
48.0,70301333.7635141,1.1893491124260365
49.0,2.3264971547195192,0.13609467455621305
50.0,15.993993922210974,0.6213017751479292
51.0,53209260.433149904,0.8224852071005919
52.0,2.9826304204255605,0.023668639053254437
53.0,3.7070836995064296,0.14792899408284027
54.0,3.651460334436105,0.20710059171597636
55.0,11.792193760629187,0.44970414201183434
56.0,3.31967715676464,0.21301775147928995
57.0,11.5556762491753,0.4378698224852071
58.0,53434.15279447138,0.06508875739644973
59.0,59123424.44172823,1.1656804733727808
60.0,35318878.69572837,0.4556213017751479
61.0,56167042.57536397,0.834319526627219
62.0,1.0405822688451536,0.005917159763313609
63.0,1.542316487981804,0.07692307692307694
64.0,10.180891412480168,0.37278106508875736
65.0,1.7198316403854863,0.10059171597633132
66.0,8.286908434652075,0.378698224852071
67.0,3.5758110550873665,0.14792899408284027
68.0,2096.590157868438,0.11242603550295867
69.0,1.068931239350084,0.011834319526627219
70.0,1.4088614834828785,0.03550295857988166
71.0,133.94573609192054,0.011834319526627219
72.0,19035777.917906437,0.6745562130177506
73.0,21591034.012889627,0.8343195266272193
74.0,21665763.6503012,0.8757396449704142
75.0,24524434.528149936,2.538461538461538
76.0,21385692.51868101,0.8934911242603545
77.0,17076759.304628428,0.7514792899408286
78.0,22871876.90345974,0.8757396449704142
79.0,15439697.267409194,0.4615384615384614
80.0,1.033891309253581,0.005917159763313609
81.0,2.8014907677732763,0.165680473372781
82.0,5.8639106428512715,0.16568047337278108
83.0,11188.659083868022,0.07100591715976325
84.0,1.5945876130428924,0.08284023668639054
85.0,237700.9630714444,0.6213017751479286
86.0,9438.32863974134,0.4911242603550296
87.0,33.21590673109136,0.34911242603550285
88.0,3.341504012461489,0.23668639053254437
89.0,1.3533800757783374,0.03550295857988166
90.0,18.78407681617074,0.5207100591715975
91.0,13401605.19370135,0.09467455621301775
92.0,122820.39613871489,0.1005917159763314
93.0,2.512012988096508,0.023668639053254437
94.0,1.0713465851583763,0.011834319526627219
95.0,2.135652125610555,0.1242603550295858
96.0,1.033891309253581,0.005917159763313609
97.0,49278084.93245542,3.1183431952662723
98.0,13.928098948842857,0.40828402366863903
